Time,power_kW
2020-01-26 16:25:00,184.272
2020-01-26 16:30:00,198.288
2020-01-26 16:35:00,192.0808
2020-01-26 16:40:00,192.5889
2020-01-26 16:45:00,192.07
2020-01-26 16:50:00,192.3632
2020-01-26 16:55:00,182.572
2020-01-26 17:00:00,192.0297
2020-01-26 17:05:00,191.8746
2020-01-26 17:10:00,189.1427
2020-01-26 17:15:00,197.6676
2020-01-26 17:20:00,188.4588
2020-01-26 17:25:00,190.5839
2020-01-26 17:30:00,190.067
2020-01-26 17:35:00,190.248
2020-01-26 17:40:00,189.8573
2020-01-26 17:45:00,190.3721
2020-01-26 17:50:00,191.6634
2020-01-26 17:55:00,185.1177
2020-01-26 18:00:00,192.7435
2020-01-26 18:05:00,192.2202
2020-01-26 18:10:00,206.1365
2020-01-26 18:15:00,209.8003
2020-01-26 18:20:00,198.9407
2020-01-26 18:25:00,198.9338
2020-01-26 18:30:00,218.1051
2020-01-26 18:35:00,193.0118
2020-01-26 18:40:00,191.2706
2020-01-26 18:45:00,192.9441
2020-01-26 18:50:00,191.029
2020-01-26 18:55:00,198.687
2020-01-26 19:00:00,195.1309
2020-01-26 19:05:00,196.5148
2020-01-26 19:10:00,206.2461
2020-01-26 19:15:00,194.51
2020-01-26 19:20:00,196.9431
2020-01-26 19:25:00,193.8277
2020-01-26 19:30:00,196.2426
2020-01-26 19:35:00,198.7973
2020-01-26 19:40:00,201.8874
2020-01-26 19:45:00,212.2414
2020-01-26 19:50:00,194.5953
2020-01-26 19:55:00,194.2722
2020-01-26 20:00:00,192.2082
2020-01-26 20:05:00,197.235
2020-01-26 20:10:00,197.745
2020-01-26 20:15:00,195.565
2020-01-26 20:20:00,192.942
2020-01-26 20:25:00,199.6274
2020-01-26 20:30:00,211.8383
2020-01-26 20:35:00,200.0325
2020-01-26 20:40:00,195.5646
2020-01-26 20:45:00,199.5907
2020-01-26 20:50:00,195.5803
2020-01-26 20:55:00,191.0746
2020-01-26 21:00:00,190.9123
2020-01-26 21:05:00,191.2176
2020-01-26 21:10:00,215.5733
2020-01-26 21:15:00,185.0456
2020-01-26 21:20:00,192.924
2020-01-26 21:25:00,193.0719
2020-01-26 21:30:00,192.7794
2020-01-26 21:35:00,196.9945
2020-01-26 21:40:00,198.1192
2020-01-26 21:45:00,197.1702
2020-01-26 21:50:00,197.0563
2020-01-26 21:55:00,191.6067
2020-01-26 22:00:00,186.062
2020-01-26 22:05:00,188.3286
2020-01-26 22:10:00,192.9845
2020-01-26 22:15:00,191.2508
2020-01-26 22:20:00,194.4998
2020-01-26 22:25:00,192.9704
2020-01-26 22:30:00,189.4198
2020-01-26 22:35:00,189.3786
2020-01-26 22:40:00,189.0896
2020-01-26 22:45:00,192.5034
2020-01-26 22:50:00,187.1298
2020-01-26 22:55:00,190.1476
2020-01-26 23:00:00,190.7574
2020-01-26 23:05:00,191.5886
2020-01-26 23:10:00,189.0832
2020-01-26 23:15:00,187.7854
2020-01-26 23:20:00,189.6668
2020-01-26 23:25:00,187.8744
2020-01-26 23:30:00,185.9669
2020-01-26 23:35:00,187.2889
2020-01-26 23:40:00,190.0727
2020-01-26 23:45:00,188.4348
2020-01-26 23:50:00,189.9398
2020-01-26 23:55:00,190.5209
2020-01-27 0:00:00,186.1102
2020-01-27 0:05:00,183.2992
2020-01-27 0:10:00,183.74
2020-01-27 0:15:00,184.0147
2020-01-27 0:20:00,186.9226
2020-01-27 0:25:00,184.4206
2020-01-27 0:30:00,182.6506
2020-01-27 0:35:00,180.296
2020-01-27 0:40:00,183.1516
2020-01-27 0:45:00,182.3978
2020-01-27 0:50:00,179.6513
2020-01-27 0:55:00,181.9842
2020-01-27 1:00:00,195.5291
2020-01-27 1:05:00,183.9032
2020-01-27 1:10:00,177.973
2020-01-27 1:15:00,180.0814
2020-01-27 1:20:00,188.0955
2020-01-27 1:25:00,183.3381
2020-01-27 1:30:00,180.91
2020-01-27 1:35:00,184.2764
2020-01-27 1:40:00,183.4903
2020-01-27 1:45:00,181.7529
2020-01-27 1:50:00,179.6704
2020-01-27 1:55:00,181.6283
2020-01-27 2:00:00,195.9397
2020-01-27 2:05:00,182.8883
2020-01-27 2:10:00,184.0087
2020-01-27 2:15:00,181.1507
2020-01-27 2:20:00,184.3392
2020-01-27 2:25:00,184.9328
2020-01-27 2:30:00,178.2452
2020-01-27 2:35:00,175.5996
2020-01-27 2:40:00,180.9597
2020-01-27 2:45:00,177.9216
2020-01-27 2:50:00,176.9521
2020-01-27 2:55:00,176.5367
2020-01-27 3:00:00,183.2443
2020-01-27 3:05:00,180.5877
2020-01-27 3:10:00,181.1354
2020-01-27 3:15:00,180.0839
2020-01-27 3:20:00,183.3297
2020-01-27 3:25:00,178.5894
2020-01-27 3:30:00,177.9319
2020-01-27 3:35:00,176.9161
2020-01-27 3:40:00,179.7573
2020-01-27 3:45:00,181.9313
2020-01-27 3:50:00,179.0358
2020-01-27 3:55:00,177.2986
2020-01-27 4:00:00,184.568
2020-01-27 4:05:00,181.4899
2020-01-27 4:10:00,177.1327
2020-01-27 4:15:00,177.0227
2020-01-27 4:20:00,179.0956
2020-01-27 4:25:00,182.8885
2020-01-27 4:30:00,176.1867
2020-01-27 4:35:00,173.512
2020-01-27 4:40:00,173.9581
2020-01-27 4:45:00,176.6078
2020-01-27 4:50:00,173.9976
2020-01-27 4:55:00,175.2207
2020-01-27 5:00:00,179.8232
2020-01-27 5:05:00,180.9019
2020-01-27 5:10:00,177.7386
2020-01-27 5:15:00,177.9155
2020-01-27 5:20:00,178.0528
2020-01-27 5:25:00,178.6192
2020-01-27 5:30:00,176.7355
2020-01-27 5:35:00,178.7436
2020-01-27 5:40:00,181.9232
2020-01-27 5:45:00,176.4052
2020-01-27 5:50:00,174.0053
2020-01-27 5:55:00,178.0032
2020-01-27 6:00:00,176.143
2020-01-27 6:05:00,172.426
2020-01-27 6:10:00,174.5772
2020-01-27 6:15:00,176.5436
2020-01-27 6:20:00,173.9852
2020-01-27 6:25:00,175.4083
2020-01-27 6:30:00,175.1921
2020-01-27 6:35:00,178.818
2020-01-27 6:40:00,173.2907
2020-01-27 6:45:00,171.014
2020-01-27 6:50:00,170.7652
2020-01-27 6:55:00,172.1264
2020-01-27 7:00:00,155.6325
2020-01-27 7:05:00,164.9563
2020-01-27 7:10:00,167.3428
2020-01-27 7:15:00,163.6831
2020-01-27 7:20:00,162.9676
2020-01-27 7:25:00,164.6099
2020-01-27 7:30:00,165.3659
2020-01-27 7:35:00,167.221
2020-01-27 7:40:00,172.1627
2020-01-27 7:45:00,164.8551
2020-01-27 7:50:00,171.1951
2020-01-27 7:55:00,174.3855
2020-01-27 8:00:00,171.2547
2020-01-27 8:05:00,171.3435
2020-01-27 8:10:00,171.9309
2020-01-27 8:15:00,183.2358
2020-01-27 8:20:00,177.3123
2020-01-27 8:25:00,178.8056
2020-01-27 8:30:00,174.2372
2020-01-27 8:35:00,192.7232
2020-01-27 8:40:00,172.0715
2020-01-27 8:45:00,198.7469
2020-01-27 8:50:00,186.5714
2020-01-27 8:55:00,187.7546
2020-01-27 9:00:00,191.5457
2020-01-27 9:05:00,205.3399
2020-01-27 9:10:00,211.2848
2020-01-27 9:15:00,207.6352
2020-01-27 9:20:00,209.6532
2020-01-27 9:25:00,222.342
2020-01-27 9:30:00,203.0553
2020-01-27 9:35:00,214.4543
2020-01-27 9:40:00,221.293
2020-01-27 9:45:00,221.338
2020-01-27 9:50:00,218.7557
2020-01-27 9:55:00,221.9008
2020-01-27 10:00:00,222.2163
2020-01-27 10:05:00,240.2442
2020-01-27 10:10:00,237.0045
2020-01-27 10:15:00,216.4455
2020-01-27 10:20:00,236.4552
2020-01-27 10:25:00,243.8852
2020-01-27 10:30:00,237.2961
2020-01-27 10:35:00,245.3383
2020-01-27 10:40:00,254.5211
2020-01-27 10:45:00,255.3292
2020-01-27 10:50:00,249.7978
2020-01-27 10:55:00,241.436
2020-01-27 11:00:00,250.2256
2020-01-27 11:05:00,235.6407
2020-01-27 11:10:00,258.304
2020-01-27 11:15:00,252.4605
2020-01-27 11:20:00,250.5911
2020-01-27 11:25:00,270.4328
2020-01-27 11:30:00,257.2982
2020-01-27 11:35:00,241.9477
2020-01-27 11:40:00,243.7874
2020-01-27 11:45:00,237.8848
2020-01-27 11:50:00,246.2235
2020-01-27 11:55:00,249.0813
2020-01-27 12:00:00,256.5211
2020-01-27 12:05:00,264.4135
2020-01-27 12:10:00,258.1851
2020-01-27 12:15:00,256.4831
2020-01-27 12:20:00,246.6163
2020-01-27 12:25:00,274.7363
2020-01-27 12:30:00,260.3531
2020-01-27 12:35:00,263.7269
2020-01-27 12:40:00,263.3411
2020-01-27 12:45:00,238.5097
2020-01-27 12:50:00,258.9853
2020-01-27 12:55:00,267.6115
2020-01-27 13:00:00,245.8479
2020-01-27 13:05:00,263.615
2020-01-27 13:10:00,246.3152
2020-01-27 13:15:00,240.7685
2020-01-27 13:20:00,243.5583
2020-01-27 13:25:00,235.6428
2020-01-27 13:30:00,229.8491
2020-01-27 13:35:00,234.4027
2020-01-27 13:40:00,245.1352
2020-01-27 13:45:00,228.4359
2020-01-27 13:50:00,229.469
2020-01-27 13:55:00,229.9212
2020-01-27 14:00:00,234.8905
2020-01-27 14:05:00,236.3192
2020-01-27 14:10:00,243.9357
2020-01-27 14:15:00,241.5138
2020-01-27 14:20:00,252.5767
2020-01-27 14:25:00,255.9478
2020-01-27 14:30:00,245.8303
2020-01-27 14:35:00,251.3201
2020-01-27 14:40:00,244.0831
2020-01-27 14:45:00,249.733
2020-01-27 14:50:00,241.5537
2020-01-27 14:55:00,254.4189
2020-01-27 15:00:00,247.6871
2020-01-27 15:05:00,258.6073
2020-01-27 15:10:00,275.6374
2020-01-27 15:15:00,252.7931
2020-01-27 15:20:00,252.8671
2020-01-27 15:25:00,259.2842
2020-01-27 15:30:00,266.9977
2020-01-27 15:35:00,257.4857
2020-01-27 15:40:00,264.4861
2020-01-27 15:45:00,257.2004
2020-01-27 15:50:00,281.7391
2020-01-27 15:55:00,249.989
2020-01-27 16:00:00,274.1799
2020-01-27 16:05:00,256.926
2020-01-27 16:10:00,262.5192
2020-01-27 16:15:00,266.4646
2020-01-27 16:20:00,262.5059
2020-01-27 16:25:00,260.222
2020-01-27 16:30:00,242.5889
2020-01-27 16:35:00,253.72
2020-01-27 16:40:00,259.4414
2020-01-27 16:45:00,270.791
2020-01-27 16:50:00,250.3409
2020-01-27 16:55:00,263.0347
2020-01-27 17:00:00,243.0937
2020-01-27 17:05:00,267.4417
2020-01-27 17:10:00,257.8135
2020-01-27 17:15:00,251.2655
2020-01-27 17:20:00,257.6334
2020-01-27 17:25:00,254.0948
2020-01-27 17:30:00,256.5867
2020-01-27 17:35:00,246.5877
2020-01-27 17:40:00,222.2929
2020-01-27 17:45:00,244.188
2020-01-27 17:50:00,256.822
2020-01-27 17:55:00,232.8659
2020-01-27 18:00:00,224.3885
2020-01-27 18:05:00,221.2537
2020-01-27 18:10:00,221.6794
2020-01-27 18:15:00,221.9133
2020-01-27 18:20:00,227.4711
2020-01-27 18:25:00,218.7729
2020-01-27 18:30:00,225.2851
2020-01-27 18:35:00,218.7931
2020-01-27 18:40:00,238.3265
2020-01-27 18:45:00,222.5611
2020-01-27 18:50:00,225.7897
2020-01-27 18:55:00,224.5405
2020-01-27 19:00:00,221.4846
2020-01-27 19:05:00,221.7359
2020-01-27 19:10:00,214.7886
2020-01-27 19:15:00,224.9237
2020-01-27 19:20:00,222.5687
2020-01-27 19:25:00,217.9197
2020-01-27 19:30:00,215.5419
2020-01-27 19:35:00,223.6214
2020-01-27 19:40:00,212.0852
2020-01-27 19:45:00,224.7216
2020-01-27 19:50:00,208.2208
2020-01-27 19:55:00,217.015
2020-01-27 20:00:00,208.5856
2020-01-27 20:05:00,208.1964
2020-01-27 20:10:00,202.9604
2020-01-27 20:15:00,207.5411
2020-01-27 20:20:00,209.6228
2020-01-27 20:25:00,207.4478
2020-01-27 20:30:00,219.5137
2020-01-27 20:35:00,210.1605
2020-01-27 20:40:00,223.6146
2020-01-27 20:45:00,212.8592
2020-01-27 20:50:00,209.7212
2020-01-27 20:55:00,217.1857
2020-01-27 21:00:00,207.2673
2020-01-27 21:05:00,207.6126
2020-01-27 21:10:00,205.4796
2020-01-27 21:15:00,185.9027
2020-01-27 21:20:00,199.6992
2020-01-27 21:25:00,204.3563
2020-01-27 21:30:00,212.1832
2020-01-27 21:35:00,211.3913
2020-01-27 21:40:00,208.4242
2020-01-27 21:45:00,205.952
2020-01-27 21:50:00,207.2037
2020-01-27 21:55:00,207.1255
2020-01-27 22:00:00,200.5167
2020-01-27 22:05:00,208.0576
2020-01-27 22:10:00,213.6102
2020-01-27 22:15:00,202.4297
2020-01-27 22:20:00,205.9907
2020-01-27 22:25:00,209.9486
2020-01-27 22:30:00,205.8293
2020-01-27 22:35:00,211.0223
2020-01-27 22:40:00,206.4558
2020-01-27 22:45:00,197.6753
2020-01-27 22:50:00,202.0964
2020-01-27 22:55:00,198.2165
2020-01-27 23:00:00,196.7753
2020-01-27 23:05:00,195.9959
2020-01-27 23:10:00,201.432
2020-01-27 23:15:00,197.2741
2020-01-27 23:20:00,199.9559
2020-01-27 23:25:00,201.9916
2020-01-27 23:30:00,195.919
2020-01-27 23:35:00,200.9858
2020-01-27 23:40:00,205.626
2020-01-27 23:45:00,196.234
2020-01-27 23:50:00,194.0486
2020-01-27 23:55:00,198.0742
2020-01-28 0:00:00,194.1713
2020-01-28 0:05:00,193.8379
2020-01-28 0:10:00,189.8834
2020-01-28 0:15:00,188.439
2020-01-28 0:20:00,195.5789
2020-01-28 0:25:00,192.0538
2020-01-28 0:30:00,193.2917
2020-01-28 0:35:00,190.8542
2020-01-28 0:40:00,183.9919
2020-01-28 0:45:00,183.94
2020-01-28 0:50:00,208.7985
2020-01-28 0:55:00,191.7396
2020-01-28 1:00:00,193.1507
2020-01-28 1:05:00,191.0734
2020-01-28 1:10:00,189.3272
2020-01-28 1:15:00,189.8244
2020-01-28 1:20:00,185.6207
2020-01-28 1:25:00,199.143
2020-01-28 1:30:00,183.1619
2020-01-28 1:35:00,183.7767
2020-01-28 1:40:00,187.1
2020-01-28 1:45:00,186.5197
2020-01-28 1:50:00,186.9355
2020-01-28 1:55:00,183.0509
2020-01-28 2:00:00,183.4882
2020-01-28 2:05:00,183.5853
2020-01-28 2:10:00,181.9108
2020-01-28 2:15:00,187.943
2020-01-28 2:20:00,184.4538
2020-01-28 2:25:00,185.4464
2020-01-28 2:30:00,182.8281
2020-01-28 2:35:00,175.0436
2020-01-28 2:40:00,179.5534
2020-01-28 2:45:00,184.0817
2020-01-28 2:50:00,180.1823
2020-01-28 2:55:00,182.4467
2020-01-28 3:00:00,185.645
2020-01-28 3:05:00,182.5005
2020-01-28 3:10:00,180.9038
2020-01-28 3:15:00,181.4825
2020-01-28 3:20:00,177.2769
2020-01-28 3:25:00,186.7075
2020-01-28 3:30:00,183.7748
2020-01-28 3:35:00,183.2971
2020-01-28 3:40:00,181.6658
2020-01-28 3:45:00,181.0491
2020-01-28 3:50:00,178.5835
2020-01-28 3:55:00,176.7036
2020-01-28 4:00:00,179.9626
2020-01-28 4:05:00,177.264
2020-01-28 4:10:00,174.0588
2020-01-28 4:15:00,178.2268
2020-01-28 4:20:00,180.5358
2020-01-28 4:25:00,184.338
2020-01-28 4:30:00,178.0471
2020-01-28 4:35:00,179.9711
2020-01-28 4:40:00,175.4982
2020-01-28 4:45:00,180.2231
2020-01-28 4:50:00,175.0669
2020-01-28 4:55:00,176.7526
2020-01-28 5:00:00,180.7942
2020-01-28 5:05:00,178.9163
2020-01-28 5:10:00,177.0607
2020-01-28 5:15:00,179.0507
2020-01-28 5:20:00,175.6569
2020-01-28 5:25:00,174.9581
2020-01-28 5:30:00,178.6576
2020-01-28 5:35:00,174.3758
2020-01-28 5:40:00,175.0769
2020-01-28 5:45:00,182.2508
2020-01-28 5:50:00,176.0554
2020-01-28 5:55:00,175.3658
2020-01-28 6:00:00,174.7354
2020-01-28 6:05:00,175.2333
2020-01-28 6:10:00,174.4443
2020-01-28 6:15:00,180.3583
2020-01-28 6:20:00,177.7667
2020-01-28 6:25:00,181.0573
2020-01-28 6:30:00,178.1921
2020-01-28 6:35:00,169.9038
2020-01-28 6:40:00,173.6602
2020-01-28 6:45:00,171.1173
2020-01-28 6:50:00,165.8566
2020-01-28 6:55:00,176.6283
2020-01-28 7:00:00,167.5319
2020-01-28 7:05:00,167.9873
2020-01-28 7:10:00,169.7788
2020-01-28 7:15:00,161.887
2020-01-28 7:20:00,165.493
2020-01-28 7:25:00,168.4254
2020-01-28 7:30:00,176.5839
2020-01-28 7:35:00,166.2454
2020-01-28 7:40:00,167.6167
2020-01-28 7:45:00,165.7659
2020-01-28 7:50:00,169.3398
2020-01-28 7:55:00,168.382
2020-01-28 8:00:00,167.3784
2020-01-28 8:05:00,168.2081
2020-01-28 8:10:00,172.8392
2020-01-28 8:15:00,170.2611
2020-01-28 8:20:00,155.8915
2020-01-28 8:25:00,177.9486
2020-01-28 8:30:00,173.215
2020-01-28 8:35:00,174.8493
2020-01-28 8:40:00,173.8863
2020-01-28 8:45:00,178.4839
2020-01-28 8:50:00,183.1417
2020-01-28 8:55:00,184.4685
2020-01-28 9:00:00,172.2342
2020-01-28 9:05:00,187.7265
2020-01-28 9:10:00,201.8875
2020-01-28 9:15:00,199.121
2020-01-28 9:20:00,194.5021
2020-01-28 9:25:00,202.0737
2020-01-28 9:30:00,202.3558
2020-01-28 9:35:00,210.0442
2020-01-28 9:40:00,219.293
2020-01-28 9:45:00,231.4565
2020-01-28 9:50:00,261.1811
2020-01-28 9:55:00,251.275
2020-01-28 10:00:00,234.3012
2020-01-28 10:05:00,224.2373
2020-01-28 10:10:00,247.0354
2020-01-28 10:15:00,250.0161
2020-01-28 10:20:00,222.9785
2020-01-28 10:25:00,232.6049
2020-01-28 10:30:00,245.8208
2020-01-28 10:35:00,233.9949
2020-01-28 10:40:00,241.9887
2020-01-28 10:45:00,249.498
2020-01-28 10:50:00,236.3385
2020-01-28 10:55:00,237.0446
2020-01-28 11:00:00,236.8946
2020-01-28 11:05:00,245.8759
2020-01-28 11:10:00,260.0035
2020-01-28 11:15:00,242.8995
2020-01-28 11:20:00,240.5449
2020-01-28 11:25:00,255.5734
2020-01-28 11:30:00,265.6663
2020-01-28 11:35:00,248.6277
2020-01-28 11:40:00,256.046
2020-01-28 11:45:00,246.094
2020-01-28 11:50:00,260.382
2020-01-28 11:55:00,260.6834
2020-01-28 12:00:00,264.1302
2020-01-28 12:05:00,251.6376
2020-01-28 12:10:00,258.8811
2020-01-28 12:15:00,250.3893
2020-01-28 12:20:00,252.1299
2020-01-28 12:25:00,274.156
2020-01-28 12:30:00,250.7777
2020-01-28 12:35:00,270.6322
2020-01-28 12:40:00,253.8627
2020-01-28 12:45:00,238.0094
2020-01-28 12:50:00,260.6148
2020-01-28 12:55:00,247.7468
2020-01-28 13:00:00,263.0389
2020-01-28 13:05:00,247.2325
2020-01-28 13:10:00,245.412
2020-01-28 13:15:00,256.9949
2020-01-28 13:20:00,240.2662
2020-01-28 13:25:00,239.4635
2020-01-28 13:30:00,244.2649
2020-01-28 13:35:00,222.1132
2020-01-28 13:40:00,246.7391
2020-01-28 13:45:00,226.0342
2020-01-28 13:50:00,230.5723
2020-01-28 13:55:00,233.9366
2020-01-28 14:00:00,247.1952
2020-01-28 14:05:00,236.4009
2020-01-28 14:10:00,229.179
2020-01-28 14:15:00,230.8002
2020-01-28 14:20:00,237.9824
2020-01-28 14:25:00,240.6993
2020-01-28 14:30:00,253.1644
2020-01-28 14:35:00,240.0071
2020-01-28 14:40:00,249.0976
2020-01-28 14:45:00,241.4427
2020-01-28 14:50:00,253.8467
2020-01-28 14:55:00,247.76
2020-01-28 15:00:00,267.9356
2020-01-28 15:05:00,245.5218
2020-01-28 15:10:00,269.0502
2020-01-28 15:15:00,279.3901
2020-01-28 15:20:00,254.2069
2020-01-28 15:25:00,256.9021
2020-01-28 15:30:00,276.9183
2020-01-28 15:35:00,247.7218
2020-01-28 15:40:00,261.2211
2020-01-28 15:45:00,247.6209
2020-01-28 15:50:00,253.1568
2020-01-28 15:55:00,248.1823
2020-01-28 16:00:00,251.4536
2020-01-28 16:05:00,258.4939
2020-01-28 16:10:00,256.122
2020-01-28 16:15:00,270.063
2020-01-28 16:20:00,246.7715
2020-01-28 16:25:00,256.0578
2020-01-28 16:30:00,248.8841
2020-01-28 16:35:00,283.7743
2020-01-28 16:40:00,255.7212
2020-01-28 16:45:00,260.2135
2020-01-28 16:50:00,267.914
2020-01-28 16:55:00,253.8791
2020-01-28 17:00:00,258.2122
2020-01-28 17:05:00,249.8449
2020-01-28 17:10:00,256.4578
2020-01-28 17:15:00,250.404
2020-01-28 17:20:00,251.6386
2020-01-28 17:25:00,238.9759
2020-01-28 17:30:00,252.3255
2020-01-28 17:35:00,253.7245
2020-01-28 17:40:00,239.5404
2020-01-28 17:45:00,227.161
2020-01-28 17:50:00,229.1637
2020-01-28 17:55:00,241.3848
2020-01-28 18:00:00,221.134
2020-01-28 18:05:00,216.7201
2020-01-28 18:10:00,219.5674
2020-01-28 18:15:00,231.4884
2020-01-28 18:20:00,220.517
2020-01-28 18:25:00,220.2653
2020-01-28 18:30:00,220.3966
2020-01-28 18:35:00,223.0399
2020-01-28 18:40:00,238.9568
2020-01-28 18:45:00,232.722
2020-01-28 18:50:00,229.3488
2020-01-28 18:55:00,225.572
2020-01-28 19:00:00,233.9627
2020-01-28 19:05:00,238.5975
2020-01-28 19:10:00,226.8197
2020-01-28 19:15:00,223.6091
2020-01-28 19:20:00,225.588
2020-01-28 19:25:00,223.659
2020-01-28 19:30:00,235.4035
2020-01-28 19:35:00,236.3515
2020-01-28 19:40:00,217.5316
2020-01-28 19:45:00,225.8206
2020-01-28 19:50:00,219.2773
2020-01-28 19:55:00,219.0515
2020-01-28 20:00:00,220.9361
2020-01-28 20:05:00,240.003
2020-01-28 20:10:00,227.2503
2020-01-28 20:15:00,222.4804
2020-01-28 20:20:00,219.6811
2020-01-28 20:25:00,214.7998
2020-01-28 20:30:00,212.52
2020-01-28 20:35:00,212.0566
2020-01-28 20:40:00,217.1277
2020-01-28 20:45:00,218.8055
2020-01-28 20:50:00,228.5159
2020-01-28 20:55:00,216.9456
2020-01-28 21:00:00,212.8142
2020-01-28 21:05:00,224.5472
2020-01-28 21:10:00,225.901
2020-01-28 21:15:00,209.8778
2020-01-28 21:20:00,216.2003
2020-01-28 21:25:00,213.2677
2020-01-28 21:30:00,241.0031
2020-01-28 21:35:00,212.2344
2020-01-28 21:40:00,213.462
2020-01-28 21:45:00,208.4616
2020-01-28 21:50:00,224.7918
2020-01-28 21:55:00,213.6256
2020-01-28 22:00:00,224.5346
2020-01-28 22:05:00,238.2466
2020-01-28 22:10:00,220.7497
2020-01-28 22:15:00,226.0151
2020-01-28 22:20:00,222.0615
2020-01-28 22:25:00,222.0524
2020-01-28 22:30:00,225.1846
2020-01-28 22:35:00,230.5554
2020-01-28 22:40:00,217.882
2020-01-28 22:45:00,219.8533
2020-01-28 22:50:00,221.18
2020-01-28 22:55:00,211.7647
2020-01-28 23:00:00,221.5972
2020-01-28 23:05:00,214.2343
2020-01-28 23:10:00,213.4262
2020-01-28 23:15:00,219.9185
2020-01-28 23:20:00,218.4843
2020-01-28 23:25:00,217.808
2020-01-28 23:30:00,219.1908
2020-01-28 23:35:00,210.1619
2020-01-28 23:40:00,211.8279
2020-01-28 23:45:00,216.3631
2020-01-28 23:50:00,206.0476
2020-01-28 23:55:00,211.3392
2020-01-29 0:00:00,224.7598
2020-01-29 0:05:00,205.9498
2020-01-29 0:10:00,210.5846
2020-01-29 0:15:00,214.9689
2020-01-29 0:20:00,206.1375
2020-01-29 0:25:00,200.2754
2020-01-29 0:30:00,203.5715
2020-01-29 0:35:00,209.056
2020-01-29 0:40:00,198.858
2020-01-29 0:45:00,208.6612
2020-01-29 0:50:00,200.2275
2020-01-29 0:55:00,208.0115
2020-01-29 1:00:00,199.1141
2020-01-29 1:05:00,204.354
2020-01-29 1:10:00,208.3644
2020-01-29 1:15:00,196.3492
2020-01-29 1:20:00,204.8062
2020-01-29 1:25:00,207.9015
2020-01-29 1:30:00,197.9683
2020-01-29 1:35:00,205.8484
2020-01-29 1:40:00,200.8333
2020-01-29 1:45:00,193.7151
2020-01-29 1:50:00,206.328
2020-01-29 1:55:00,196.868
2020-01-29 2:00:00,195.9886
2020-01-29 2:05:00,206.8433
2020-01-29 2:10:00,195.0855
2020-01-29 2:15:00,205.8999
2020-01-29 2:20:00,203.9793
2020-01-29 2:25:00,200.9585
2020-01-29 2:30:00,192.2066
2020-01-29 2:35:00,202.5925
2020-01-29 2:40:00,203.1789
2020-01-29 2:45:00,193.6443
2020-01-29 2:50:00,200.2705
2020-01-29 2:55:00,203.7703
2020-01-29 3:00:00,194.7373
2020-01-29 3:05:00,208.4679
2020-01-29 3:10:00,201.1116
2020-01-29 3:15:00,193.7056
2020-01-29 3:20:00,207.1094
2020-01-29 3:25:00,198.8435
2020-01-29 3:30:00,200.3795
2020-01-29 3:35:00,193.5733
2020-01-29 3:40:00,196.0163
2020-01-29 3:45:00,182.5146
2020-01-29 3:50:00,188.3351
2020-01-29 3:55:00,195.2027
2020-01-29 4:00:00,187.9655
2020-01-29 4:05:00,196.3867
2020-01-29 4:10:00,198.023
2020-01-29 4:15:00,186.9394
2020-01-29 4:20:00,192.1164
2020-01-29 4:25:00,194.2323
2020-01-29 4:30:00,183.318
2020-01-29 4:35:00,189.6496
2020-01-29 4:40:00,192.1217
2020-01-29 4:45:00,187.936
2020-01-29 4:50:00,199.1491
2020-01-29 4:55:00,195.8159
2020-01-29 5:00:00,191.4351
2020-01-29 5:05:00,184.5543
2020-01-29 5:10:00,197.9394
2020-01-29 5:15:00,193.4556
2020-01-29 5:20:00,184.6246
2020-01-29 5:25:00,194.2234
2020-01-29 5:30:00,198.6249
2020-01-29 5:35:00,189.3596
2020-01-29 5:40:00,190.2196
2020-01-29 5:45:00,193.3331
2020-01-29 5:50:00,186.4613
2020-01-29 5:55:00,191.8187
2020-01-29 6:00:00,192.2097
2020-01-29 6:05:00,185.4465
2020-01-29 6:10:00,196.091
2020-01-29 6:15:00,191.7737
2020-01-29 6:20:00,186.5061
2020-01-29 6:25:00,187.9924
2020-01-29 6:30:00,185.8998
2020-01-29 6:35:00,186.5045
2020-01-29 6:40:00,186.5045
2020-01-29 6:45:00,24.5442
2020-01-30 21:35:00,149.2374
2020-01-30 21:40:00,235.129
2020-01-30 21:45:00,241.323
2020-01-30 21:50:00,246.6177
2020-01-30 21:55:00,237.254
2020-01-30 22:00:00,239.354
2020-01-30 22:05:00,252.1682
2020-01-30 22:10:00,242.054
2020-01-30 22:15:00,236.5114
2020-01-30 22:20:00,241.1203
2020-01-30 22:25:00,253.3865
2020-01-30 22:30:00,242.0413
2020-01-30 22:35:00,246.6295
2020-01-30 22:40:00,254.3694
2020-01-30 22:45:00,241.8758
2020-01-30 22:50:00,243.5891
2020-01-30 22:55:00,240.7734
2020-01-30 23:00:00,237.6333
2020-01-30 23:05:00,264.9168
2020-01-30 23:10:00,240.412
2020-01-30 23:15:00,257.6739
2020-01-30 23:20:00,257.6041
2020-01-30 23:25:00,238.2916
2020-01-30 23:30:00,237.2155
2020-01-30 23:35:00,243.2054
2020-01-30 23:40:00,240.0934
2020-01-30 23:45:00,236.1439
2020-01-30 23:50:00,242.6599
2020-01-30 23:55:00,247.0224
2020-01-31 0:00:00,248.8244
2020-01-31 0:05:00,234.2942
2020-01-31 0:10:00,220.6589
2020-01-31 0:15:00,229.557
2020-01-31 0:20:00,232.3838
